Name,Data Url,CL- 0 Deg Alpha,CD- 0 Deg Alpha,CL/CD- 0 Deg Alpha,CL- 3 Deg Alpha,CD- 3 Deg Alpha,CL/CD- 3 Deg Alpha,CL- 5 Deg Alpha,CD- 5 Deg Alpha,CL/CD- 5 Deg Alpha,CL- 7.5 Deg Alpha,CD- 7.5 Deg Alpha,CL/CD- 7.5 Deg Alpha,CL- 10 Deg Alpha,CD- 10 Deg Alpha,CL/CD- 10 Deg Alpha
"Airfoil,goe377-il",http://airfoiltools.com/polar/csv?polar=xf-goe377-il-200000,0.3488,0.01200,29.066666666666666,0.7205,0.00936,76.97649572649573,0.8904,0.01193,74.63537300922046,1.0599,0.02036,52.057956777996075,1.2099,0.04071,29.719970523212968
"Airfoil,goe379-il",http://airfoiltools.com/polar/csv?polar=xf-goe379-il-200000,0.4346,0.01255,34.62948207171315,0.7883,0.01060,74.36792452830188,0.9771,0.01273,76.75569520816967,1.1401,0.02020,56.44059405940594,1.2768,0.04059,31.4560236511456
"Airfoil,goe380-il",http://airfoiltools.com/polar/csv?polar=xf-goe380-il-200000,0.4625,0.01278,36.189358372456965,0.7988,0.01119,71.3851653261841,0.9862,0.01316,74.93920972644376,1.2042,0.01631,73.83200490496627,1.2669,0.02994,42.31462925851703
"Airfoil,goe381-il",http://airfoiltools.com/polar/csv?polar=xf-goe381-il-200000,0.5489,0.01604,34.220698254364095,0.8396,0.01105,75.98190045248869,1.0412,0.01315,79.17870722433459,1.2623,0.01921,65.71056741280583,1.3580,0.03430,39.591836734693885
"Airfoil,goe382-il",http://airfoiltools.com/polar/csv?polar=xf-goe382-il-200000,0.5627,0.01546,36.39715394566623,0.9665,0.01716,56.32284382284382,1.1223,0.01892,59.31818181818183,1.3325,0.02239,59.513175524787854,1.5085,0.02773,54.39956725567976
"Airfoil,goe383-il",http://airfoiltools.com/polar/csv?polar=xf-goe383-il-200000,0.4550,0.01543,29.488010369410244,0.9381,0.01681,55.80606781677574,1.0644,0.01776,59.93243243243243,1.2684,0.02044,62.054794520547944,1.4351,0.02496,57.49599358974359
"Airfoil,goe384-il",http://airfoiltools.com/polar/csv?polar=xf-goe384-il-200000,0.6738,0.01698,39.68197879858657,0.9977,0.01687,59.140486069946654,1.1745,0.01866,62.94212218649518,1.4096,0.02275,61.96043956043956,1.5947,0.02871,55.545106234761406
"Airfoil,goe385-il",http://airfoiltools.com/polar/csv?polar=xf-goe385-il-200000,0.4028,0.01307,30.81866870696251,0.7304,0.01143,63.90201224846895,0.9399,0.01289,72.91698991466252,1.1886,0.01664,71.43028846153847,1.3516,0.02494,54.19406575781876
"Airfoil,goe386-il",http://airfoiltools.com/polar/csv?polar=xf-goe386-il-200000,0.5583,0.01752,31.866438356164384,0.9295,0.01697,54.77312905126694,1.0760,0.01773,60.688099266779474,1.2570,0.02093,60.05733397037744,1.4481,0.02664,54.358108108108105
"Airfoil,goe387-il",http://airfoiltools.com/polar/csv?polar=xf-goe387-il-200000,0.5360,0.01427,37.561317449194114,0.9243,0.01377,67.12418300653596,1.0919,0.01524,71.6469816272966,1.2944,0.01836,70.50108932461873,1.4689,0.02233,65.78145991939095
"Airfoil,goe388-il",http://airfoiltools.com/polar/csv?polar=xf-goe388-il-200000,0.4762,0.01626,29.28659286592866,0.7427,0.02142,34.673202614379086,0.9642,0.03068,31.427640156453716,1.1985,0.03834,31.25978090766823,1.3821,0.07046,19.615384615384617
"Airfoil,goe389-il",http://airfoiltools.com/polar/csv?polar=xf-goe389-il-200000,0.4549,0.00933,48.756698821007504,0.7608,0.01143,66.56167979002626,0.9703,0.01385,70.05776173285199,1.2102,0.01615,74.93498452012383,1.3257,0.02683,49.41110696980992
"Airfoil,goe390-il",http://airfoiltools.com/polar/csv?polar=xf-goe390-il-200000,0.7158,0.01711,41.83518410286382,1.0313,0.01718,60.0291036088475,1.2075,0.01941,62.210200927357036,1.4071,0.02331,60.364650364650366,1.5898,0.02866,55.47103977669226
"Airfoil,goe391-il",http://airfoiltools.com/polar/csv?polar=xf-goe391-il-200000-n5,0.3252,0.01149,28.302872062663184,0.6833,0.00945,72.3068783068783,0.8340,0.01502,55.525965379494004,1.0346,0.02427,42.62875978574372,1.0884,0.05496,19.80349344978166
"Airfoil,goe392-il",http://airfoiltools.com/polar/csv?polar=xf-goe392-il-200000,0.5598,0.00982,57.00610997963339,0.8608,0.01142,75.37653239929948,0.9490,0.01729,54.88721804511278,1.0498,0.02793,37.58682420336556,1.0884,0.05496,19.80349344978166
"Airfoil,goe393-il",http://airfoiltools.com/polar/csv?polar=xf-goe393-il-200000,0.3076,0.01388,22.16138328530259,0.6384,0.01126,56.696269982238015,0.8540,0.01249,68.37469975980785,1.1059,0.01602,69.03245942571786,1.2826,0.03000,42.75333333333333
"Airfoil,goe394-il",http://airfoiltools.com/polar/csv?polar=xf-goe394-il-200000,0.5530,0.01449,38.16425120772947,0.8722,0.01266,68.89415481832543,1.0793,0.01213,88.97774113767518,1.3173,0.01617,81.46567717996288,1.4149,0.03182,44.465744814582024
"Airfoil,goe395-il",http://airfoiltools.com/polar/csv?polar=xf-goe395-il-200000,0.6942,0.01662,41.76895306859206,1.0129,0.01371,73.88037928519329,1.2225,0.01274,95.95761381475667,1.4368,0.01698,84.61719670200237,1.4982,0.03278,45.70469798657719
"Airfoil,goe396-il",http://airfoiltools.com/polar/csv?polar=xf-goe396-il-200000-n5,0.5460,0.01098,49.72677595628416,0.8703,0.01008,86.33928571428571,1.0052,0.01681,59.79773944080905,1.1612,0.02858,40.629811056682996,1.4982,0.03278,45.70469798657719
"Airfoil,goe397-il",http://airfoiltools.com/polar/csv?polar=xf-goe397-il-200000,0.3674,0.01188,30.925925925925927,0.6984,0.00975,71.63076923076923,0.8759,0.01159,75.57377049180329,1.0585,0.02896,36.550414364640886,1.4982,0.03278,45.70469798657719
"Airfoil,goe398-il",http://airfoiltools.com/polar/csv?polar=xf-goe398-il-200000,0.6216,0.01128,55.10638297872341,0.8722,0.01256,69.44267515923566,1.0390,0.01462,71.0670314637483,1.2303,0.01812,67.89735099337747,1.3552,0.02243,60.41908158716006
"Airfoil,goe399-il",http://airfoiltools.com/polar/csv?polar=xf-goe399-il-200000,0.4078,0.01114,36.60682226211849,0.7412,0.01004,73.82470119521912,0.9329,0.01177,79.26083262531861,1.0986,0.02082,52.76657060518732,1.2653,0.04151,30.481811611659843
"Airfoil,goe400-il",http://airfoiltools.com/polar/csv?polar=xf-goe400-il-200000,0.4168,0.01331,31.314800901577758,0.7401,0.01248,59.30288461538461,0.9535,0.01217,78.34839769926047,1.2007,0.01564,76.77109974424553,1.3470,0.03076,43.790637191157344
"Airfoil,goe401-il",http://airfoiltools.com/polar/csv?polar=xf-goe401-il-200000,0.4471,0.01452,30.792011019283745,0.7774,0.01160,67.01724137931035,0.9750,0.01397,69.79241231209735,1.2080,0.01660,72.7710843373494,1.3235,0.02563,51.63870464299649
"Airfoil,goe402-il",http://airfoiltools.com/polar/csv?polar=xf-goe402-il-200000,0.4991,0.01558,32.034659820282414,0.8153,0.01132,72.02296819787986,1.0173,0.01363,74.63683052090977,1.2647,0.01707,74.08904510837728,1.3733,0.02766,49.64931308749096
"Airfoil,goe403-il",http://airfoiltools.com/polar/csv?polar=xf-goe403-il-200000,0.4562,0.00854,53.419203747072594,0.7587,0.01026,73.94736842105263,0.9159,0.01579,58.00506649778342,1.1140,0.02861,38.93743446347431,1.3733,0.02766,49.64931308749096
"Airfoil,goe404-il",http://airfoiltools.com/polar/csv?polar=xf-goe404-il-200000,0.4836,0.01558,31.0397946084724,0.8169,0.01375,59.41090909090909,1.0249,0.01605,63.85669781931465,1.2717,0.01884,67.5,1.4542,0.02215,65.65237020316027
"Airfoil,goe405-il",http://airfoiltools.com/polar/csv?polar=xf-goe405-il-200000,0.6580,0.01429,46.046186144156756,0.9857,0.01272,77.49213836477988,1.1623,0.01413,82.25760792639774,1.3606,0.01732,78.5565819861432,1.4300,0.02327,61.452513966480446
"Airfoil,goe406-il",http://airfoiltools.com/polar/csv?polar=xf-goe406-il-200000,0.5105,0.01756,29.071753986332574,0.9725,0.01286,75.62208398133748,1.1623,0.01413,82.25760792639774,1.3389,0.02000,66.945,1.5029,0.02413,62.28346456692913
"Airfoil,goe407-il",http://airfoiltools.com/polar/csv?polar=xf-goe407-il-200000,0.4622,0.01498,30.854472630173564,0.8918,0.01181,75.51227773073667,1.0495,0.01332,78.7912912912913,1.2438,0.01706,72.9073856975381,1.3585,0.02117,64.1709966934341
"Airfoil,goe408-il",http://airfoiltools.com/polar/csv?polar=xf-goe408-il-200000,0.3666,0.01330,27.56390977443609,0.8502,0.01127,75.43921916592723,1.0209,0.01303,78.34996162701458,1.1914,0.01721,69.22719349215572,1.2390,0.02955,41.92893401015229
"Airfoil,goe409-il",http://airfoiltools.com/polar/csv?polar=xf-goe409-il-200000,0.0000,0.01275,0.0,0.4586,0.01300,35.276923076923076,0.6901,0.01692,40.78605200945626,0.8516,0.02279,37.36726634488811,0.9999,0.03606,27.728785357737102
"Airfoil,goe410-il",http://airfoiltools.com/polar/csv?polar=xf-goe410-il-200000,0.0000,0.01330,0.0,0.3284,0.01327,24.74755086661643,0.5316,0.01285,41.369649805447466,0.8133,0.01854,43.86731391585761,1.0307,0.02546,40.483110761979574
"Airfoil,goe411-il",http://airfoiltools.com/polar/csv?polar=xf-goe411-il-200000,0.0000,0.01192,0.0,0.5149,0.01326,38.83107088989442,0.7134,0.01800,39.63333333333334,0.8391,0.02840,29.54577464788732,1.0307,0.02546,40.483110761979574
"Airfoil,goe412-il",http://airfoiltools.com/polar/csv?polar=xf-goe412-il-200000,0.5911,0.01263,46.80126682501979,0.8991,0.01332,67.5,1.1016,0.01397,78.85468861846815,1.3120,0.01605,81.74454828660437,1.4108,0.02306,61.179531656548136
"Airfoil,goe413-il",http://airfoiltools.com/polar/csv?polar=xf-goe413-il-200000,0.5273,0.01458,36.16598079561042,0.8519,0.01457,58.46945778997941,1.0765,0.01565,68.78594249201278,1.3303,0.01767,75.28579513299377,1.5162,0.02237,67.77827447474296
"Airfoil,goe414-il",http://airfoiltools.com/polar/csv?polar=xf-goe414-il-200000,0.5951,0.01095,54.347031963470315,0.8859,0.01311,67.57437070938215,1.0842,0.01499,72.32821881254169,1.3146,0.01769,74.31317128321085,1.3375,0.02731,48.97473452947638
"Airfoil,goe415-il",http://airfoiltools.com/polar/csv?polar=xf-goe415-il-200000,0.3339,0.00879,37.98634812286689,0.6516,0.01151,56.61164205039096,0.8626,0.01356,63.61356932153393,1.1114,0.01671,66.51107121484141,1.2379,0.03378,36.64594434576673
"Airfoil,goe416a-il",http://airfoiltools.com/polar/csv?polar=xf-goe416a-il-200000,0.1798,0.01145,15.70305676855895,0.5055,0.01179,42.87531806615775,0.7155,0.01252,57.14856230031949,0.9491,0.01941,48.89747552807831,1.1221,0.03832,29.282359081419628
"Airfoil,goe417-il",http://airfoiltools.com/polar/csv?polar=xf-goe417-il-200000,0.6093,0.01496,40.72860962566845,0.8934,0.01079,82.79888785912883,1.0810,0.01369,78.96274653031409,1.3061,0.01743,74.93402180149168,1.4214,0.02833,50.17296152488528
"Airfoil,goe417a-il",http://airfoiltools.com/polar/csv?polar=xf-goe417a-il-200000,0.4183,0.03048,13.723753280839896,0.8259,0.01482,55.72874493927125,1.0144,0.01423,71.28601546029515,1.2439,0.02380,52.264705882352935,1.4230,0.04169,34.13288558407292
"Airfoil,goe418-il",http://airfoiltools.com/polar/csv?polar=xf-goe418-il-200000,0.5040,0.01578,31.93916349809886,0.8417,0.01299,64.79599692070823,1.0319,0.01417,72.82286520818631,1.2410,0.01684,73.6935866983373,1.3275,0.02452,54.1394779771615
"Airfoil,goe419-il",http://airfoiltools.com/polar/csv?polar=xf-goe419-il-200000,0.4601,0.00867,53.068050749711645,0.7604,0.00990,76.8080808080808,0.8795,0.01989,44.218200100553034,1.2410,0.01684,73.6935866983373,0.9566,0.07285,13.131091283459163
"Airfoil,goe420-il",http://airfoiltools.com/polar/csv?polar=xf-goe420-il-200000,0.4691,0.01482,31.653171390013497,0.7707,0.01421,54.23645320197045,1.0029,0.01558,64.37098844672657,1.2231,0.01839,66.5089722675367,1.3653,0.02200,62.05909090909091
"Airfoil,goe421-il",http://airfoiltools.com/polar/csv?polar=xf-goe421-il-200000,0.8753,0.01870,46.80748663101604,1.1555,0.01755,65.84045584045585,1.2991,0.01922,67.59105098855358,1.4353,0.02455,58.4643584521385,1.5977,0.03167,50.44837385538364
"Airfoil,goe422-il",http://airfoiltools.com/polar/csv?polar=xf-goe422-il-200000,0.6955,0.01390,50.03597122302158,1.0196,0.01479,68.93847194050035,1.1915,0.01683,70.7961972667855,1.3800,0.02078,66.41000962463907,1.5508,0.02626,59.05559786747906
"Airfoil,goe423-il",http://airfoiltools.com/polar/csv?polar=xf-goe423-il-200000,0.5314,0.01458,36.44718792866941,0.9091,0.01793,50.70273284997211,1.0687,0.02073,51.55330438977328,1.2939,0.02099,61.64363982848975,1.4059,0.02112,66.56723484848484
"Airfoil,goe424-il",http://airfoiltools.com/polar/csv?polar=xf-goe424-il-200000,0.4486,0.01625,27.606153846153845,0.8811,0.01978,44.54499494438827,1.0854,0.02142,50.672268907563016,1.2550,0.02372,52.90893760539628,1.4561,0.02468,58.999189627228525
"Airfoil,goe425-il",http://airfoiltools.com/polar/csv?polar=xf-goe425-il-200000,0.4300,0.01431,30.04891684136967,0.8069,0.01579,51.10196326789107,1.0110,0.01781,56.76586187535092,1.2581,0.02054,61.25121713729309,1.4902,0.02155,69.1508120649652
"Airfoil,goe426-il",http://airfoiltools.com/polar/csv?polar=xf-goe426-il-200000,0.4720,0.01211,38.97605284888522,0.8206,0.01361,60.2939015429831,1.0348,0.01561,66.29083920563741,1.2857,0.01841,69.83704508419338,1.4797,0.01969,75.14982224479432
"Airfoil,goe427-il",http://airfoiltools.com/polar/csv?polar=xf-goe427-il-200000,0.5151,0.01202,42.85357737104825,0.8554,0.00964,88.73443983402491,1.0214,0.01310,77.96946564885496,1.1901,0.02885,41.251299826689774,1.4797,0.01969,75.14982224479432
"Airfoil,goe428-il",http://airfoiltools.com/polar/csv?polar=xf-goe428-il-200000,0.5279,0.00920,57.3804347826087,0.8275,0.01096,75.50182481751825,1.0238,0.01332,76.86186186186187,1.2258,0.01779,68.90387858347385,1.2599,0.03468,36.32929642445213
"Airfoil,goe429-il",http://airfoiltools.com/polar/csv?polar=xf-goe429-il-200000,-0.0011,0.01043,-0.10546500479386386,0.3186,0.01055,30.19905213270142,0.5597,0.01345,41.61338289962825,0.8301,0.01880,44.15425531914893,1.0615,0.03192,33.255012531328326
"Airfoil,goe430-il",http://airfoiltools.com/polar/csv?polar=xf-goe430-il-200000,0.6451,0.01232,52.36201298701299,0.9647,0.01285,75.07392996108949,1.1741,0.01422,82.56680731364276,1.4076,0.01724,81.64733178654294,1.5057,0.02658,56.64785553047405
"Airfoil,goe431-il",http://airfoiltools.com/polar/csv?polar=xf-goe431-il-200000,0.8055,0.01697,47.46611667648792,1.0849,0.01434,75.6555090655509,1.2689,0.01724,73.60208816705337,1.5226,0.02158,70.55607043558851,1.6399,0.02601,63.04882737408689
"Airfoil,goe432-il",http://airfoiltools.com/polar/csv?polar=xf-goe432-il-200000,0.4450,0.00836,53.22966507177034,0.7467,0.01118,66.78890876565295,0.9398,0.01301,72.23674096848578,1.1613,0.01758,66.0580204778157,1.3582,0.02256,60.20390070921986
"Airfoil,goe433-il",http://airfoiltools.com/polar/csv?polar=xf-goe433-il-200000,0.6061,0.01492,40.62332439678284,0.9400,0.01651,56.9351907934585,1.1503,0.01665,69.08708708708708,1.1613,0.01758,66.0580204778157,1.5561,0.02345,66.35820895522389
"Airfoil,goe434-il",http://airfoiltools.com/polar/csv?polar=xf-goe434-il-200000,0.6412,0.02128,30.13157894736842,0.9735,0.02099,46.37922820390662,1.1877,0.02060,57.65533980582524,1.3777,0.02146,64.19850885368126,1.3968,0.03503,39.87439337710534
"Airfoil,goe435-il",http://airfoiltools.com/polar/csv?polar=xf-goe435-il-200000,0.5958,0.01851,32.188006482982175,0.9264,0.02114,43.82213812677389,1.1238,0.02225,50.507865168539325,1.2798,0.02572,49.758942457231726,1.4282,0.03360,42.50595238095238
"Airfoil,goe436-il",http://airfoiltools.com/polar/csv?polar=xf-goe436-il-200000,0.3949,0.01171,33.72331340734415,0.7338,0.01192,61.56040268456376,0.9243,0.01442,64.09847434119278,1.1527,0.01720,67.01744186046513,1.3313,0.01977,67.33940313606475
"Airfoil,goe437-il",http://airfoiltools.com/polar/csv?polar=xf-goe437-il-200000,0.4887,0.00855,57.1578947368421,0.7902,0.01043,75.76222435282838,0.9885,0.01293,76.45011600928075,1.1463,0.02226,51.49595687331537,1.3313,0.01977,67.33940313606475
"Airfoil,goe438-il",http://airfoiltools.com/polar/csv?polar=xf-goe438-il-200000,0.4006,0.01255,31.9203187250996,0.7456,0.01146,65.06108202443282,0.9236,0.01362,67.81204111600587,1.1446,0.01679,68.17153067301966,1.3237,0.02021,65.4972785749629
"Airfoil,goe439-il",http://airfoiltools.com/polar/csv?polar=xf-goe439-il-200000,0.4999,0.00996,50.19076305220884,0.8240,0.01093,75.38883806038426,1.0226,0.01307,78.24024483550114,1.2034,0.01956,61.52351738241308,1.2641,0.03476,36.36651323360184
"Airfoil,goe440-il",http://airfoiltools.com/polar/csv?polar=xf-goe440-il-200000,1.1426,0.01700,67.21176470588235,1.3403,0.02135,62.77751756440281,1.4670,0.02713,54.07298193881312,1.4163,0.05613,25.23249599144842,1.2989,0.10807,12.019061719256037
"Airfoil,goe441-il",http://airfoiltools.com/polar/csv?polar=xf-goe441-il-200000,0.9297,0.01716,54.17832167832167,1.2536,0.01905,65.80577427821522,1.4648,0.02194,66.76390154968095,1.7055,0.02609,65.36987351475662,1.9000,0.03059,62.11180124223603
"Airfoil,goe442-il",http://airfoiltools.com/polar/csv?polar=xf-goe442-il-200000,0.4443,0.00852,52.14788732394366,0.7478,0.01117,66.94717994628469,0.9425,0.01304,72.27760736196319,1.1550,0.01799,64.2023346303502,1.3474,0.02390,56.3765690376569
"Airfoil,goe443-il",http://airfoiltools.com/polar/csv?polar=xf-goe443-il-200000,0.0000,0.00726,0.0,0.3432,0.01442,23.800277392510402,0.9425,0.01304,72.27760736196319,0.6418,0.07671,8.366575413896493,1.3474,0.02390,56.3765690376569
"Airfoil,goe444-il",http://airfoiltools.com/polar/csv?polar=xf-goe444-il-200000,0.0000,0.00782,0.0,0.3617,0.01453,24.893324156916727,0.5471,0.03296,16.59890776699029,0.6409,0.07168,8.941127232142858,1.3474,0.02390,56.3765690376569
"Airfoil,goe445-il",http://airfoiltools.com/polar/csv?polar=xf-goe445-il-200000,0.0000,0.00806,0.0,0.3727,0.01278,29.162754303599375,0.5471,0.03296,16.59890776699029,0.6244,0.05156,12.110162916989914,1.3474,0.02390,56.3765690376569
"Airfoil,goe446-il",http://airfoiltools.com/polar/csv?polar=xf-goe446-il-200000,0.7175,0.01581,45.38266919671094,1.0385,0.01406,73.8620199146515,1.2390,0.01522,81.4060446780552,1.4654,0.01769,82.83776144714528,1.6011,0.02237,71.57353598569512
"Airfoil,goe447-il",http://airfoiltools.com/polar/csv?polar=xf-goe447-il-200000,0.8281,0.01942,42.64160659114315,1.1511,0.01661,69.30162552679109,1.3605,0.01678,81.07866507747319,1.5646,0.01886,82.95864262990456,1.6994,0.02393,71.01546176347681
"Airfoil,goe448-il",http://airfoiltools.com/polar/csv?polar=xf-goe448-il-200000,1.0200,0.01286,79.31570762052877,1.3056,0.00946,138.0126849894292,1.4805,0.00956,154.86401673640165,1.6531,0.01209,136.7328370554177,1.6764,0.02196,76.33879781420764
"Airfoil,goe449-il",http://airfoiltools.com/polar/csv?polar=xf-goe449-il-200000,0.5877,0.01443,40.727650727650726,0.9896,0.01500,65.97333333333334,1.1155,0.01607,69.4150591163659,1.2650,0.01841,68.71265616512764,1.3681,0.02187,62.55601280292639
"Airfoil,goe450-il",http://airfoiltools.com/polar/csv?polar=xf-goe450-il-200000,0.5732,0.01282,44.71138845553823,0.8968,0.01114,80.50269299820467,1.0984,0.01257,87.38265712012729,1.2942,0.01697,76.26399528579847,1.3355,0.03259,40.978827861307145
"Airfoil,goe456-il",http://airfoiltools.com/polar/csv?polar=xf-goe456-il-200000,0.5493,0.00958,57.33820459290188,0.8597,0.01048,82.03244274809161,1.0309,0.01233,83.60908353609082,1.2942,0.01697,76.26399528579847,1.3355,0.03259,40.978827861307145
"Airfoil,goe457-il",http://airfoiltools.com/polar/csv?polar=xf-goe457-il-200000,0.4510,0.00877,51.425313568985175,0.7659,0.01146,66.8324607329843,0.9584,0.01337,71.68287210172028,1.1741,0.01721,68.22196397443346,1.3554,0.02391,56.687578419071514
"Airfoil,goe458-il",http://airfoiltools.com/polar/csv?polar=xf-goe458-il-200000,0.5471,0.00957,57.16823406478579,0.8575,0.01046,81.97896749521989,1.0298,0.01228,83.8599348534202,1.1331,0.02624,43.18216463414634,1.3554,0.02391,56.687578419071514
"Airfoil,goe459-il",http://airfoiltools.com/polar/csv?polar=xf-goe459-il-200000,0.0000,0.01084,0.0,0.4857,0.01242,39.106280193236714,0.7175,0.01468,48.87602179836512,0.8487,0.02007,42.28699551569507,1.0086,0.02818,35.79134137686302
"Airfoil,goe460-il",http://airfoiltools.com/polar/csv?polar=xf-goe460-il-200000,0.0000,0.01321,0.0,0.3006,0.01454,20.674002751031633,0.5347,0.01671,31.998803111909034,0.8484,0.02074,40.90646094503375,1.0967,0.02405,45.600831600831604
"Airfoil,goe462-il",http://airfoiltools.com/polar/csv?polar=xf-goe462-il-200000,0.9858,0.03532,27.91053227633069,1.3725,0.02872,47.78899721448468,1.5939,0.02952,53.99390243902439,1.8150,0.03022,60.0595632031767,1.8949,0.03651,51.900849082443166
"Airfoil,goe464-il",http://airfoiltools.com/polar/csv?polar=xf-goe464-il-200000,0.7654,0.01178,64.97453310696095,1.0990,0.00848,129.5990566037736,1.2954,0.00882,146.87074829931976,1.5600,0.02104,74.1444866920152,1.7416,0.02545,68.43222003929273
"Airfoil,goe474-il",http://airfoiltools.com/polar/csv?polar=xf-goe474-il-200000,0.3404,0.01001,34.005994005994005,0.6611,0.00926,71.39308855291577,0.8078,0.01271,63.556254917387875,1.0072,0.01923,52.376495059802394,1.1724,0.03676,31.89336235038085
"Airfoil,goe476-il",http://airfoiltools.com/polar/csv?polar=xf-goe476-il-200000,0.5044,0.01577,31.98478123018389,0.9309,0.01468,63.41280653950953,1.1095,0.01597,69.47401377582968,1.2946,0.01736,74.57373271889401,1.3725,0.02047,67.04934049829019
"Airfoil,goe477-il",http://airfoiltools.com/polar/csv?polar=xf-goe477-il-200000,0.5295,0.01209,43.796526054590565,0.8182,0.01085,75.41013824884793,0.9618,0.01412,68.11614730878186,1.1662,0.01852,62.96976241900648,1.2488,0.02794,44.6957766642806
"Airfoil,goe478-il",http://airfoiltools.com/polar/csv?polar=xf-goe478-il-200000,0.4499,0.01231,36.54752233956133,0.8440,0.01204,70.09966777408637,1.0144,0.01381,73.454018826937,1.2062,0.01654,72.92623941958888,1.2848,0.02127,60.404325340855664
"Airfoil,goe479-il",http://airfoiltools.com/polar/csv?polar=xf-goe479-il-200000,0.5098,0.00996,51.1847389558233,0.7847,0.01158,67.76338514680484,0.9645,0.01299,74.24942263279446,1.1590,0.01591,72.84726587052168,1.2181,0.02549,47.78736759513535
"Airfoil,goe480-il",http://airfoiltools.com/polar/csv?polar=xf-goe480-il-200000,0.5498,0.01480,37.148648648648646,0.8896,0.01248,71.28205128205128,1.0832,0.01387,78.09661139149242,1.2988,0.01660,78.24096385542168,1.4346,0.02074,69.17068466730954
"Airfoil,goe481-il",http://airfoiltools.com/polar/csv?polar=xf-goe481-il-200000,0.7497,0.02408,31.13372093023256,1.0718,0.02866,37.39706908583391,1.2234,0.02611,46.855610877058595,1.4058,0.02658,52.88939051918736,1.5297,0.02889,52.94911734164071
"Airfoil,goe481a-il",http://airfoiltools.com/polar/csv?polar=xf-goe481a-il-200000,0.4778,0.01594,29.97490589711418,0.7646,0.01600,47.787499999999994,1.0604,0.01671,63.459006582884506,1.2285,0.01943,63.22696860524961,1.3665,0.02353,58.07479813004675
"Airfoil,goe482-il",http://airfoiltools.com/polar/csv?polar=xf-goe482-il-200000,0.9610,0.01743,55.13482501434308,1.2714,0.01816,70.01101321585904,1.4719,0.02086,70.56088207094919,1.6910,0.02488,67.96623794212219,1.8499,0.03040,60.85197368421053
"Airfoil,goe483-il",http://airfoiltools.com/polar/csv?polar=xf-goe483-il-200000,0.5388,0.01166,46.20926243567752,0.8246,0.01010,81.64356435643565,1.0265,0.01238,82.91599353796445,1.2062,0.02224,54.235611510791365,1.8499,0.03040,60.85197368421053
"Airfoil,goe484-il",http://airfoiltools.com/polar/csv?polar=xf-goe484-il-200000,0.5149,0.01447,35.58396682791984,0.8916,0.00980,90.9795918367347,1.0103,0.01704,59.289906103286384,1.2256,0.02965,41.33558178752108,1.8499,0.03040,60.85197368421053
"Airfoil,goe488-il",http://airfoiltools.com/polar/csv?polar=xf-goe488-il-200000,0.2810,0.01280,21.953125,0.6803,0.00912,74.59429824561404,0.8399,0.01286,65.31104199066874,1.0380,0.01910,54.3455497382199,1.1968,0.03332,35.91836734693877
"Airfoil,goe490-il",http://airfoiltools.com/polar/csv?polar=xf-goe490-il-200000,0.3755,0.01029,36.49173955296404,0.7560,0.01062,71.1864406779661,0.9264,0.01283,72.20576773187841,1.1115,0.01662,66.87725631768953,1.2125,0.02622,46.24332570556827
"Airfoil,goe491-il",http://airfoiltools.com/polar/csv?polar=xf-goe491-il-200000,0.1230,0.01165,10.55793991416309,0.5792,0.00993,58.32829808660625,0.7591,0.01240,61.21774193548387,0.9488,0.02506,37.861133280127696,1.2125,0.02622,46.24332570556827
"Airfoil,goe492-il",http://airfoiltools.com/polar/csv?polar=xf-goe492-il-200000,0.3642,0.01034,35.22243713733076,0.7253,0.00912,79.52850877192982,0.8431,0.01925,43.797402597402595,0.9488,0.02506,37.861133280127696,1.0100,0.08822,11.448651099523916
"Airfoil,goe493-il",http://airfoiltools.com/polar/csv?polar=xf-goe493-il-200000,0.3671,0.01311,28.001525553012964,0.8096,0.01249,64.81985588470776,0.9705,0.01340,72.42537313432835,1.1164,0.01511,73.88484447385838,1.0855,0.02753,39.42971304031965
"Airfoil,goe494-il",http://airfoiltools.com/polar/csv?polar=xf-goe494-il-200000,0.5670,0.01276,44.43573667711598,0.9080,0.00984,92.27642276422765,1.0313,0.01881,54.82721956406167,1.1164,0.01511,73.88484447385838,1.0855,0.02753,39.42971304031965
"Airfoil,goe495-il",http://airfoiltools.com/polar/csv?polar=xf-goe495-il-200000,0.5612,0.01031,54.4325897187197,0.8963,0.01042,86.0172744721689,1.0879,0.01152,94.43576388888889,1.2257,0.02409,50.880033208800334,1.3978,0.05017,27.86127167630058
"Airfoil,goe496-il",http://airfoiltools.com/polar/csv?polar=xf-goe496-il-200000,0.6038,0.01142,52.87215411558669,0.9227,0.01132,81.51060070671377,1.1282,0.01273,88.62529457973292,1.3235,0.01671,79.20406941950927,1.3963,0.02852,48.95862552594671
"Airfoil,goe497-il",http://airfoiltools.com/polar/csv?polar=xf-goe497-il-200000,0.6257,0.01342,46.624441132637855,0.9459,0.01201,78.759367194005,1.1469,0.01358,84.45508100147275,1.3591,0.01688,80.5154028436019,1.4740,0.02281,64.62078035949145
"Airfoil,goe498-il",http://airfoiltools.com/polar/csv?polar=xf-goe498-il-200000,0.6541,0.01411,46.357193479801566,0.9536,0.01410,67.63120567375887,1.1551,0.01529,75.5461085676913,1.3573,0.01822,74.49506037321625,1.4724,0.02333,63.1118731247321
